,2025-08-31,2024-08-31,2023-08-31,2022-08-31,2021-08-31
Free Cash Flow,401830000000.0,545518000000.0,366059000000.0,350415000000.0,
Repayment Of Debt,-30226000000.0,-4887000000.0,-137314000000.0,-26210000000.0,
Issuance Of Debt,566000000.0,4835000000.0,6511000000.0,14059000000.0,
Capital Expenditure,-178788000000.0,-106003000000.0,-97157000000.0,-80402000000.0,
End Cash Position,893239000000.0,1193560000000.0,903280000000.0,1358292000000.0,
Other Cash Adjustment Outside Changein Cash,,,1000000.0,,1000000.0
Beginning Cash Position,1193560000000.0,903280000000.0,1358292000000.0,1177736000000.0,
Effect Of Exchange Rate Changes,37122000000.0,-10007000000.0,20735000000.0,175015000000.0,
Changes In Cash,-337443000000.0,300287000000.0,-475748000000.0,5541000000.0,
Financing Cash Flow,-339139000000.0,-269003000000.0,-364562000000.0,-213050000000.0,
Net Other Financing Charges,62000000.0,84000000.0,411000000.0,704000000.0,
Cash Dividends Paid,-142630000000.0,-104263000000.0,-73064000000.0,-53091000000.0,
Common Stock Dividend Paid,-142630000000.0,-104263000000.0,-73064000000.0,-53091000000.0,
Net Issuance Payments Of Debt,-29660000000.0,-52000000.0,-130803000000.0,-12151000000.0,
Net Short Term Debt Issuance,340000000.0,-52000000.0,-803000000.0,-12151000000.0,
Short Term Debt Payments,-226000000.0,-4887000000.0,-7314000000.0,-26210000000.0,
Short Term Debt Issuance,566000000.0,4835000000.0,6511000000.0,14059000000.0,
Net Long Term Debt Issuance,-30000000000.0,0.0,-130000000000.0,0.0,
Long Term Debt Payments,-30000000000.0,0.0,-130000000000.0,0.0,
Investing Cash Flow,-578922000000.0,-82231000000.0,-574402000000.0,-212226000000.0,
Net Other Investing Changes,7649000000.0,365000000.0,-670000000.0,2440000000.0,
Net Investment Purchase And Sale,-394696000000.0,23407000000.0,-476575000000.0,-134264000000.0,
Sale Of Investment,1087639000000.0,864086000000.0,392544000000.0,126774000000.0,
Purchase Of Investment,-1482335000000.0,-840679000000.0,-869119000000.0,-261038000000.0,
Net Business Purchase And Sale,-13087000000.0,0.0,,0.0,-4232000000.0
Purchase Of Business,-13087000000.0,0.0,,0.0,-4232000000.0
Net Intangibles Purchase And Sale,-27329000000.0,-30260000000.0,-33542000000.0,-28335000000.0,
Purchase Of Intangibles,-27329000000.0,-30260000000.0,-33542000000.0,-28335000000.0,
Net PPE Purchase And Sale,-151459000000.0,-75743000000.0,-63615000000.0,-52067000000.0,
Purchase Of PPE,-151459000000.0,-75743000000.0,-63615000000.0,-52067000000.0,
Operating Cash Flow,580618000000.0,651521000000.0,463216000000.0,430817000000.0,
Taxes Refund Paid,-200017000000.0,-133561000000.0,-159875000000.0,-88156000000.0,
Interest Received Cfo,64625000000.0,56454000000.0,22613000000.0,8520000000.0,
Interest Paid Cfo,-12869000000.0,-11099000000.0,-9861000000.0,-7557000000.0,
Change In Working Capital,-40724000000.0,37030000000.0,28118000000.0,44397000000.0,
Change In Other Current Liabilities,3852000000.0,31520000000.0,-3700000000.0,-9531000000.0,
Change In Other Current Assets,-2479000000.0,-876000000.0,8354000000.0,-7125000000.0,
Change In Payable,476000000.0,47320000000.0,-15909000000.0,114600000000.0,
Change In Inventory,-29855000000.0,-23540000000.0,46908000000.0,-50896000000.0,
Change In Receivables,-12718000000.0,-17394000000.0,-7535000000.0,-2651000000.0,
Other Non Cash Items,-63874000000.0,-56551000000.0,-20922000000.0,-29146000000.0,
Depreciation And Amortization,216492000000.0,204388000000.0,186872000000.0,180275000000.0,
Depreciation,216492000000.0,204388000000.0,186872000000.0,180275000000.0,
Net Foreign Currency Exchange Gain Loss,-33826000000.0,-621000000.0,-25385000000.0,-114324000000.0,
Gain Loss On Sale Of PPE,1342000000.0,1397000000.0,917000000.0,1136000000.0,
Net Income From Continuing Operations,650574000000.0,557201000000.0,437918000000.0,413584000000.0,
