,2025-03-31,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Free Cash Flow,6898000000.0,2963000000.0,11267000000.0,11893000000.0,
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,
Repayment Of Debt,-2333000000.0,0.0,-7191000000.0,0.0,
Issuance Of Debt,40000000000.0,0.0,,,
Issuance Of Capital Stock,,,0.0,0.0,0.0
Capital Expenditure,-34266000000.0,-38225000000.0,-26113000000.0,-19789000000.0,
End Cash Position,64956000000.0,69698000000.0,80872000000.0,89330000000.0,
Other Cash Adjustment Outside Changein Cash,67000000.0,1000000.0,,-1000000.0,
Beginning Cash Position,69698000000.0,80872000000.0,89330000000.0,86495000000.0,
Changes In Cash,-4809000000.0,-11175000000.0,-8458000000.0,2836000000.0,
Financing Cash Flow,-10600000000.0,22487000000.0,-17326000000.0,-8187000000.0,
Net Other Financing Charges,-1000000.0,-2000000.0,-2000000.0,,
Cash Dividends Paid,-14266000000.0,-12511000000.0,-10053000000.0,-8187000000.0,
Net Common Stock Issuance,0.0,0.0,0.0,0.0,
Common Stock Payments,0.0,0.0,0.0,0.0,
Common Stock Issuance,,,0.0,0.0,0.0
Net Issuance Payments Of Debt,3667000000.0,35000000000.0,-7271000000.0,0.0,
Net Short Term Debt Issuance,-34000000000.0,35000000000.0,-80000000.0,0.0,
Short Term Debt Payments,,,-80000000.0,0.0,
Net Long Term Debt Issuance,37667000000.0,0.0,-7191000000.0,0.0,
Long Term Debt Payments,-2333000000.0,0.0,-7191000000.0,0.0,
Long Term Debt Issuance,40000000000.0,0.0,,,
Investing Cash Flow,-35373000000.0,-74850000000.0,-28512000000.0,-20659000000.0,
Net Other Investing Changes,-321000000.0,-1043000000.0,-568000000.0,318000000.0,
Net Investment Purchase And Sale,0.0,-35377000000.0,0.0,,
Purchase Of Investment,0.0,-35377000000.0,0.0,,
Net Business Purchase And Sale,,0.0,-1004000000.0,0.0,
Purchase Of Business,,0.0,-1004000000.0,0.0,
Net Intangibles Purchase And Sale,-815000000.0,-1799000000.0,-1324000000.0,-964000000.0,
Purchase Of Intangibles,-815000000.0,-1799000000.0,-1324000000.0,-964000000.0,
Net PPE Purchase And Sale,-33451000000.0,-36426000000.0,-24789000000.0,-18825000000.0,
Purchase Of PPE,-33451000000.0,-36426000000.0,-24789000000.0,-18825000000.0,
Operating Cash Flow,41164000000.0,41188000000.0,37380000000.0,31682000000.0,
Taxes Refund Paid,-13183000000.0,-13911000000.0,-10123000000.0,-13083000000.0,
Interest Received Cfo,49000000.0,12000000.0,10000000.0,10000000.0,
Interest Paid Cfo,-163000000.0,-4000000.0,-6000000.0,0.0,
Change In Working Capital,-8926000000.0,-8937000000.0,-4803000000.0,-1266000000.0,
Change In Other Current Liabilities,,,,,124000000.0
Change In Other Current Assets,1011000000.0,957000000.0,722000000.0,4301000000.0,
Change In Accrued Expense,336000000.0,296000000.0,697000000.0,34000000.0,
Change In Payable,2862000000.0,3158000000.0,3955000000.0,72000000.0,
Change In Prepaid Assets,63000000.0,29000000.0,66000000.0,10000000.0,
Change In Inventory,-7330000000.0,-8427000000.0,-7199000000.0,-34000000.0,
Change In Receivables,-5799000000.0,-5131000000.0,-3220000000.0,-1949000000.0,
Other Non Cash Items,-569000000.0,6222000000.0,1186000000.0,738000000.0,
Depreciation And Amortization,17282000000.0,15127000000.0,12068000000.0,10209000000.0,
Depreciation,17282000000.0,15127000000.0,12068000000.0,10209000000.0,
Gain Loss On Investment Securities,572000000.0,375000000.0,335000000.0,172000000.0,
Net Income From Continuing Operations,43569000000.0,41261000000.0,37710000000.0,34675000000.0,
